player,role,year,format,matches,innings,runs,batting_avg,strike_rate,hundreds,fifties,wickets,bowling_avg,economy,five_wickets,powerplay_runs,powerplay_balls,powerplay_wickets,powerplay_economy,middle_runs,middle_balls,middle_wickets,middle_economy,death_runs,death_balls,death_wickets,death_economy
Mohammad Wasim Jr,Bowler,2020,T20,20,20,15,0.75,122.7,0,1,18,26.61,8.15,0,2,2,4,7.88,6,6,7,8.06,7,6,7,9.06
Mohammad Wasim Jr,Bowler,2020,ODI,17,17,255,15.0,85.8,1,2,28,22.06,5.98,1,38,41,6,5.8,114,125,8,6.22,103,92,14,6.09
Mohammad Wasim Jr,Bowler,2020,Test,8,16,105,6.56,68.1,0,0,22,26.21,3.04,1,15,16,5,3.95,47,51,6,3.76,43,38,11,4.81
Mohammad Wasim Jr,Bowler,2021,T20,7,7,34,4.86,128.2,0,0,18,36.5,7.71,0,5,5,4,8.11,15,16,7,7.17,14,12,7,9.26
Mohammad Wasim Jr,Bowler,2021,ODI,12,12,245,20.42,88.5,0,2,25,18.15,5.19,1,36,39,6,5.62,110,121,9,5.82,99,89,10,6.81
Mohammad Wasim Jr,Bowler,2021,Test,13,26,55,2.12,55.0,1,1,11,32.58,3.7,0,8,8,2,3.98,24,26,3,3.72,23,20,6,4.26
Mohammad Wasim Jr,Bowler,2022,T20,5,5,15,3.0,134.4,0,0,16,26.21,6.92,0,2,2,5,7.46,6,6,6,8.02,7,6,5,9.26
Mohammad Wasim Jr,Bowler,2022,ODI,8,8,306,38.25,84.7,1,3,37,26.43,5.41,1,45,49,10,5.59,137,150,11,6.07,124,111,16,6.38
Mohammad Wasim Jr,Bowler,2022,Test,20,40,154,3.85,51.5,0,2,6,29.21,4.44,0,23,25,1,3.29,69,75,1,3.79,62,55,4,4.01
Mohammad Wasim Jr,Bowler,2023,T20,7,7,61,8.71,140.0,1,0,28,31.39,8.06,1,9,9,7,7.92,27,29,9,7.57,25,22,12,9.26
Mohammad Wasim Jr,Bowler,2023,ODI,9,9,277,30.78,100.9,1,2,28,26.61,5.54,2,41,45,6,5.52,124,136,8,6.02,112,100,14,6.49
Mohammad Wasim Jr,Bowler,2023,Test,7,14,357,25.5,64.3,1,3,21,27.58,3.16,1,53,58,5,3.75,160,176,7,4.08,144,129,9,4.86
Mohammad Wasim Jr,Bowler,2024,T20,20,20,350,17.5,143.6,2,2,38,26.96,7.17,1,52,57,9,8.63,157,172,14,8.47,141,126,15,9.25
Mohammad Wasim Jr,Bowler,2024,ODI,13,13,15,1.15,72.3,0,0,24,30.83,5.67,0,2,2,7,5.48,6,6,9,5.65,7,6,8,6.45
Mohammad Wasim Jr,Bowler,2024,Test,9,18,363,20.17,63.1,2,3,36,25.7,3.39,1,54,59,9,3.48,163,179,12,3.69,146,131,15,4.06
Shadab Khan,Bowler,2015,T20,15,15,15,1.0,146.6,0,0,32,23.22,8.32,1,2,2,4,7.62,6,6,21,6.79,7,6,7,9.95
Shadab Khan,Bowler,2015,ODI,14,14,15,1.07,74.5,0,0,36,29.54,5.33,2,2,2,4,5.5,6,6,25,5.32,7,6,7,7.25
Shadab Khan,Bowler,2015,Test,17,34,281,8.26,46.7,0,3,38,27.09,3.14,1,42,46,4,3.7,126,138,25,2.93,113,101,9,4.6
Shadab Khan,Bowler,2016,T20,5,5,284,56.8,125.5,0,2,41,21.63,7.76,2,42,46,3,7.24,127,139,28,7.38,115,103,10,9.62
Shadab Khan,Bowler,2016,ODI,17,17,299,17.59,83.5,0,2,18,34.14,4.56,0,44,48,3,5.53,134,147,12,4.64,121,108,3,6.21
Shadab Khan,Bowler,2016,Test,8,16,175,10.94,45.0,0,1,22,31.71,3.18,0,26,28,3,3.42,78,85,13,3.48,71,63,6,5.27
Shadab Khan,Bowler,2017,T20,17,17,155,9.12,118.6,0,1,39,21.29,8.02,1,23,25,5,7.64,69,75,27,7.06,63,56,7,9.58
Shadab Khan,Bowler,2017,ODI,13,13,475,36.54,93.8,2,4,27,34.42,5.41,1,71,78,4,5.88,213,234,18,4.87,191,171,5,7.51
Shadab Khan,Bowler,2017,Test,19,38,15,0.39,43.7,0,0,26,22.3,3.6,2,2,2,3,3.44,6,6,17,2.99,7,6,6,3.64
Shadab Khan,Bowler,2018,T20,6,6,291,48.5,120.2,0,2,30,29.53,7.49,1,43,47,3,7.7,130,143,21,6.4,118,106,6,9.34
Shadab Khan,Bowler,2018,ODI,16,16,361,22.56,62.4,2,4,24,30.9,4.57,0,54,59,2,5.31,162,178,16,4.84,145,130,6,6.61
Shadab Khan,Bowler,2018,Test,11,22,199,9.05,51.1,0,2,18,26.31,3.56,0,29,31,1,3.02,89,97,12,2.97,81,72,5,4.45
Shadab Khan,Bowler,2019,T20,7,7,200,28.57,140.3,0,1,35,27.84,7.46,1,30,33,3,7.92,90,99,23,6.4,80,72,9,9.39
Shadab Khan,Bowler,2019,ODI,11,11,357,32.45,85.7,1,2,12,24.01,5.48,0,53,58,1,4.84,160,176,9,5.26,144,129,2,6.87
Shadab Khan,Bowler,2019,Test,14,28,252,9.0,54.4,0,3,34,24.08,3.48,2,37,40,3,3.88,113,124,23,3.24,102,91,8,3.95
Shadab Khan,Bowler,2020,T20,11,11,274,24.91,145.7,0,2,25,19.8,8.9,2,41,45,4,7.19,123,135,17,6.88,110,99,4,9.66
Shadab Khan,Bowler,2020,ODI,8,8,266,33.25,72.0,1,2,24,22.68,5.29,1,39,42,1,5.27,119,130,16,5.09,108,97,7,6.37
Shadab Khan,Bowler,2020,Test,10,20,393,19.65,47.1,1,3,29,30.65,2.88,1,58,63,3,2.94,176,193,19,3.26,159,143,7,3.81
Shadab Khan,Bowler,2021,T20,17,17,40,2.35,127.6,0,1,26,21.97,7.86,1,6,6,3,6.95,18,19,17,7.15,16,14,6,9.99
Shadab Khan,Bowler,2021,ODI,5,5,119,23.8,89.1,0,0,30,33.18,5.01,1,17,18,3,5.35,53,58,21,4.87,49,44,6,7.51
Shadab Khan,Bowler,2021,Test,9,18,293,16.28,58.5,0,3,17,29.82,3.1,0,43,47,3,3.52,131,144,12,3.21,119,107,2,4.37
Shadab Khan,Bowler,2022,T20,12,12,218,18.17,142.2,0,1,34,22.45,7.87,1,32,35,3,7.78,98,107,23,6.67,88,79,8,9.91
Shadab Khan,Bowler,2022,ODI,8,8,15,1.88,79.3,0,1,30,28.56,4.14,2,2,2,2,5.06,6,6,19,4.91,7,6,9,6.4
Shadab Khan,Bowler,2022,Test,5,10,15,1.5,57.4,0,1,36,23.17,3.55,1,2,2,3,3.23,6,6,24,2.98,7,6,9,4.42
Shadab Khan,Bowler,2023,T20,18,18,249,13.83,143.2,0,3,30,29.52,8.15,2,37,40,2,7.35,112,123,20,7.65,100,90,8,9.77
Shadab Khan,Bowler,2023,ODI,8,8,287,35.88,81.9,0,3,26,27.26,5.13,1,43,47,3,5.31,129,141,16,4.93,115,103,7,6.57
Shadab Khan,Bowler,2023,Test,18,36,15,0.42,56.1,0,0,19,19.84,2.55,0,2,2,3,3.19,6,6,11,2.54,7,6,5,4.51
Shadab Khan,Bowler,2024,T20,10,10,147,14.7,147.2,1,1,24,29.66,8.17,1,22,24,3,6.99,66,72,16,6.86,59,53,5,9.9
Shadab Khan,Bowler,2024,ODI,19,19,52,2.74,85.0,1,1,29,19.96,5.98,2,7,7,4,4.93,23,25,20,5.17,22,19,5,6.92
Shadab Khan,Bowler,2024,Test,13,26,129,4.96,59.1,0,2,32,23.79,3.73,2,19,20,3,3.29,58,63,22,2.74,52,46,7,4.12
Imad Wasim,Bowler,2015,T20,8,8,212,26.5,138.9,1,2,29,30.6,7.51,1,31,34,11,6.66,95,104,13,6.87,86,77,5,10.33
Imad Wasim,Bowler,2015,ODI,8,8,205,25.62,65.3,0,2,41,34.47,4.83,1,30,33,14,4.81,92,101,20,5.35,83,74,7,6.94
Imad Wasim,Bowler,2015,Test,7,14,15,1.07,60.5,0,0,18,12.33,2.4,1,2,2,6,2.64,6,6,9,3.3,7,6,3,4.44
Imad Wasim,Bowler,2016,T20,10,10,15,1.5,132.5,1,0,37,25.26,7.44,1,2,2,14,6.49,6,6,18,6.37,7,6,5,9.73
Imad Wasim,Bowler,2016,ODI,15,15,314,20.93,91.8,0,2,29,30.79,5.36,2,47,51,10,4.43,141,155,13,4.7,126,113,6,6.35
Imad Wasim,Bowler,2016,Test,5,10,367,36.7,50.2,2,3,31,19.0,3.3,1,55,60,11,2.88,165,181,14,3.14,147,132,6,5.04
Imad Wasim,Bowler,2017,T20,20,20,15,0.75,126.5,0,1,23,24.22,8.59,0,2,2,7,6.62,6,6,11,7.13,7,6,5,9.43
Imad Wasim,Bowler,2017,ODI,18,18,32,1.78,88.2,0,1,25,31.84,5.17,2,4,4,9,4.15,14,15,11,4.53,14,12,5,7.29
Imad Wasim,Bowler,2017,Test,8,16,216,13.5,49.3,0,2,23,22.57,2.96,0,32,35,7,2.76,97,106,12,3.32,87,78,4,5.06
Imad Wasim,Bowler,2018,T20,15,15,339,22.6,122.7,0,3,25,21.42,7.82,1,50,55,9,6.38,152,167,12,6.81,137,123,4,10.13
Imad Wasim,Bowler,2018,ODI,10,10,15,1.5,84.1,1,1,22,20.99,5.58,1,2,2,8,4.33,6,6,11,4.67,7,6,3,7.51
Imad Wasim,Bowler,2018,Test,18,36,248,6.89,63.4,0,2,23,21.88,2.86,0,37,40,9,2.85,111,122,11,2.5,100,90,3,4.12
Imad Wasim,Bowler,2019,T20,11,11,15,1.36,138.5,0,0,22,32.33,8.85,0,2,2,9,6.23,6,6,11,7.41,7,6,2,9.92
Imad Wasim,Bowler,2019,ODI,12,12,310,25.83,81.6,0,2,18,32.8,5.1,0,46,50,7,4.62,139,152,9,5.38,125,112,2,7.66
Imad Wasim,Bowler,2019,Test,18,36,258,7.17,77.1,1,2,6,29.59,1.87,1,38,41,2,2.5,116,127,3,3.27,104,93,1,5.09
Imad Wasim,Bowler,2020,T20,6,6,253,42.17,124.6,1,3,35,27.54,7.57,1,37,40,13,6.11,113,124,17,7.13,103,92,5,9.99
Imad Wasim,Bowler,2020,ODI,20,20,241,12.05,87.1,0,3,29,31.69,4.86,1,36,39,12,4.52,108,118,15,5.21,97,87,2,7.2
Imad Wasim,Bowler,2020,Test,13,26,15,0.58,41.0,0,1,18,37.16,3.27,1,2,2,7,2.71,6,6,10,3.51,7,6,1,4.1
Imad Wasim,Bowler,2021,T20,19,19,110,5.79,132.3,0,0,21,19.27,7.18,0,16,17,7,6.64,49,53,10,6.48,45,40,4,9.84
Imad Wasim,Bowler,2021,ODI,16,16,177,11.06,83.0,1,2,12,24.75,4.99,0,26,28,4,4.32,79,86,7,4.85,72,64,1,7.57
Imad Wasim,Bowler,2021,Test,20,40,69,1.73,64.6,0,0,41,24.64,3.46,1,10,11,15,2.5,31,34,21,2.75,28,25,5,4.6
Imad Wasim,Bowler,2022,T20,20,20,223,11.15,113.6,0,1,30,26.74,7.33,1,33,36,10,6.74,100,110,15,6.69,90,81,5,9.66
Imad Wasim,Bowler,2022,ODI,7,7,514,73.43,89.3,1,4,25,26.69,6.02,2,77,84,9,4.49,231,254,12,4.59,206,185,4,7.59
Imad Wasim,Bowler,2022,Test,13,26,207,7.96,60.5,0,1,28,25.25,3.07,1,31,34,10,2.52,93,102,13,3.14,83,74,5,4.48
Imad Wasim,Bowler,2023,T20,7,7,39,5.57,136.6,0,1,29,29.03,8.39,1,5,5,10,6.04,17,18,15,6.63,17,15,4,9.93
Imad Wasim,Bowler,2023,ODI,19,19,107,5.63,87.1,1,0,20,26.94,5.71,0,16,17,6,4.44,48,52,10,5.2,43,38,4,6.93
Imad Wasim,Bowler,2023,Test,13,26,357,13.73,60.1,1,3,21,25.29,2.93,0,53,58,6,2.54,160,176,10,3.8,144,129,5,4.18
Imad Wasim,Bowler,2024,T20,7,7,175,25.0,136.0,0,2,14,22.82,8.44,0,26,28,5,6.42,78,85,7,6.59,71,63,2,9.45
Imad Wasim,Bowler,2024,ODI,20,20,158,7.9,92.7,0,1,30,25.54,5.49,1,23,25,11,4.47,71,78,15,4.78,64,57,4,8.14
Imad Wasim,Bowler,2024,Test,18,36,53,1.47,56.5,0,1,19,35.69,2.72,0,7,7,7,2.74,23,25,10,3.3,23,20,2,4.4
Abrar Ahmed,Bowler,2015,T20,18,18,15,0.83,119.4,0,1,20,31.82,7.97,1,2,2,2,7.61,6,6,14,6.54,7,6,4,10.02
Abrar Ahmed,Bowler,2015,ODI,13,13,68,5.23,83.3,0,1,33,28.13,4.77,2,10,11,3,5.23,30,33,25,4.53,28,25,5,7.25
Abrar Ahmed,Bowler,2015,Test,10,20,214,10.7,49.8,1,1,34,27.97,2.61,2,32,35,2,3.34,96,105,25,3.37,86,77,7,4.41
Abrar Ahmed,Bowler,2016,T20,15,15,205,13.67,133.4,0,1,33,16.85,7.98,1,30,33,4,7.87,92,101,24,6.05,83,74,5,9.66
Abrar Ahmed,Bowler,2016,ODI,7,7,62,8.86,77.7,0,1,28,25.98,4.94,1,9,9,3,5.74,27,29,22,4.57,26,23,3,7.46
Abrar Ahmed,Bowler,2016,Test,19,38,100,2.63,56.3,0,1,33,26.72,3.93,1,15,16,3,3.22,45,49,25,2.72,40,36,5,4.79
Abrar Ahmed,Bowler,2017,T20,6,6,15,2.5,145.2,0,1,21,39.67,7.77,0,2,2,1,7.22,6,6,16,6.41,7,6,4,10.05
Abrar Ahmed,Bowler,2017,ODI,8,8,15,1.88,68.5,0,1,23,14.87,4.2,0,2,2,1,4.86,6,6,18,4.89,7,6,4,7.5
Abrar Ahmed,Bowler,2017,Test,15,30,157,5.23,68.0,0,2,31,19.44,2.97,1,23,25,3,3.39,70,77,22,2.95,64,57,6,4.58
Abrar Ahmed,Bowler,2018,T20,12,12,135,11.25,132.5,0,2,30,19.87,7.65,1,20,22,4,7.66,60,66,22,6.76,55,49,4,10.03
Abrar Ahmed,Bowler,2018,ODI,6,6,220,36.67,88.3,0,2,16,34.89,4.37,1,33,36,1,5.37,99,108,12,5.05,88,79,3,7.15
Abrar Ahmed,Bowler,2018,Test,11,22,485,22.05,55.3,2,4,24,29.45,2.68,0,72,79,2,3.73,218,239,17,3.07,195,175,5,4.76
Abrar Ahmed,Bowler,2019,T20,8,8,387,48.38,140.2,1,3,28,27.11,7.55,1,58,63,3,7.42,174,191,22,6.7,155,139,3,10.5
Abrar Ahmed,Bowler,2019,ODI,20,20,249,12.45,85.8,1,2,29,36.01,5.24,1,37,40,2,5.31,112,123,23,4.95,100,90,4,8.16
Abrar Ahmed,Bowler,2019,Test,14,28,294,10.5,57.0,1,3,38,39.84,3.23,2,44,48,4,3.56,132,145,28,3.15,118,106,6,4.35
Abrar Ahmed,Bowler,2020,T20,9,9,131,14.56,142.2,0,1,32,24.18,7.6,2,19,20,4,7.19,58,63,25,6.22,54,48,3,9.88
Abrar Ahmed,Bowler,2020,ODI,9,9,202,22.44,85.1,0,2,11,28.74,5.03,0,30,33,1,5.56,90,99,7,5.04,82,73,3,6.74
Abrar Ahmed,Bowler,2020,Test,15,30,352,11.73,57.3,1,3,26,36.91,3.32,1,52,57,2,3.46,158,173,18,2.5,142,127,6,4.63
Abrar Ahmed,Bowler,2021,T20,16,16,216,13.5,138.5,0,1,23,32.48,7.69,0,32,35,1,7.94,97,106,17,6.17,87,78,5,10.55
Abrar Ahmed,Bowler,2021,ODI,13,13,160,12.31,96.1,0,1,34,18.77,5.32,2,24,26,3,5.5,72,79,25,4.91,64,57,6,7.54
Abrar Ahmed,Bowler,2021,Test,7,14,124,8.86,54.3,0,1,13,27.01,3.48,1,18,19,2,3.34,55,60,10,2.65,51,45,1,4.14
Abrar Ahmed,Bowler,2022,T20,13,13,68,5.23,135.3,1,1,21,23.52,7.24,0,10,11,1,7.83,30,33,15,5.8,28,25,5,10.67
Abrar Ahmed,Bowler,2022,ODI,12,12,177,14.75,90.6,1,2,32,29.02,4.95,2,26,28,2,5.8,79,86,23,4.74,72,64,7,7.24
Abrar Ahmed,Bowler,2022,Test,13,26,310,11.92,48.3,0,3,18,30.21,3.09,0,46,50,0,3.19,139,152,12,2.59,125,112,6,4.28
Abrar Ahmed,Bowler,2023,T20,7,7,301,43.0,137.1,0,2,17,38.26,8.56,0,45,49,1,7.79,135,148,13,6.8,121,108,3,9.61
Abrar Ahmed,Bowler,2023,ODI,7,7,212,30.29,112.1,0,2,21,31.43,4.26,1,31,34,2,5.59,95,104,15,4.57,86,77,4,7.92
Abrar Ahmed,Bowler,2023,Test,16,32,183,5.72,37.8,0,2,23,19.54,2.91,1,27,29,2,3.67,82,90,18,3.35,74,66,3,4.02
Abrar Ahmed,Bowler,2024,T20,12,12,15,1.25,144.2,0,1,14,29.54,7.49,0,2,2,2,8.25,6,6,9,6.13,7,6,3,10.45
Abrar Ahmed,Bowler,2024,ODI,9,9,62,6.89,84.5,0,1,19,25.08,4.48,0,9,9,1,5.48,27,29,14,4.59,26,23,4,7.04
Abrar Ahmed,Bowler,2024,Test,12,24,169,7.04,50.4,1,2,28,23.83,2.89,1,25,27,2,3.65,76,83,21,2.91,68,61,5,4.71
Zaman Khan,Bowler,2015,T20,9,9,115,12.78,136.5,0,1,30,29.49,7.82,1,17,18,7,7.84,51,56,6,8.32,47,42,17,8.72
Zaman Khan,Bowler,2015,ODI,19,19,15,0.79,97.7,0,1,39,28.37,5.15,1,2,2,9,5.45,6,6,8,5.84,7,6,22,5.92
Zaman Khan,Bowler,2015,Test,20,40,15,0.38,55.4,0,0,20,33.8,3.09,1,2,2,5,3.81,6,6,4,3.28,7,6,11,4.36
Zaman Khan,Bowler,2016,T20,18,18,15,0.83,139.4,0,1,27,32.91,7.4,1,2,2,5,7.92,6,6,7,7.99,7,6,15,9.08
Zaman Khan,Bowler,2016,ODI,12,12,310,25.83,79.9,1,3,23,33.92,5.73,1,46,50,4,5.14,139,152,4,5.38,125,112,15,6.06
Zaman Khan,Bowler,2016,Test,8,16,124,7.75,40.0,0,1,18,33.29,3.67,0,18,19,3,3.49,55,60,3,3.52,51,45,12,3.57
Zaman Khan,Bowler,2017,T20,19,19,39,2.05,124.1,1,1,21,26.45,7.7,1,5,5,5,7.62,17,18,5,7.8,17,15,11,8.39
Zaman Khan,Bowler,2017,ODI,5,5,299,59.8,83.4,0,3,10,28.91,4.78,0,44,48,3,5.67,134,147,1,5.5,121,108,6,5.94
Zaman Khan,Bowler,2017,Test,10,20,15,0.75,59.3,0,1,39,27.18,2.23,1,2,2,8,3.3,6,6,9,3.96,7,6,22,3.78
Zaman Khan,Bowler,2018,T20,12,12,15,1.25,131.5,0,1,32,24.74,8.34,1,2,2,6,7.76,6,6,7,8.47,7,6,19,8.07
Zaman Khan,Bowler,2018,ODI,16,16,364,22.75,86.8,1,3,5,32.05,5.63,1,54,59,2,5.25,163,179,1,6.04,147,132,2,6.18
Zaman Khan,Bowler,2018,Test,17,34,217,6.38,58.4,0,2,22,18.02,3.78,0,32,35,6,3.41,97,106,5,3.79,88,79,11,3.96
Zaman Khan,Bowler,2019,T20,9,9,66,7.33,131.0,1,0,20,34.14,6.56,0,9,9,4,7.67,29,31,3,7.83,28,25,13,8.8
Zaman Khan,Bowler,2019,ODI,5,5,168,33.6,93.2,1,2,18,10.19,4.58,0,25,27,3,5.84,75,82,4,5.44,68,61,11,5.54
Zaman Khan,Bowler,2019,Test,17,34,15,0.44,54.7,0,1,13,22.68,3.3,0,2,2,4,3.92,6,6,4,3.81,7,6,5,3.5
Zaman Khan,Bowler,2020,T20,12,12,396,33.0,138.7,1,4,15,24.7,7.75,1,59,64,3,7.71,178,195,4,7.58,159,143,8,7.41
Zaman Khan,Bowler,2020,ODI,19,19,24,1.26,83.7,1,1,41,21.65,5.21,1,3,3,9,5.52,10,11,8,5.72,11,9,24,5.66
Zaman Khan,Bowler,2020,Test,9,18,390,21.67,63.6,1,4,28,34.63,2.84,2,58,63,5,3.31,175,192,5,2.91,157,141,18,4.1
Zaman Khan,Bowler,2021,T20,19,19,151,7.95,129.3,0,2,37,27.98,8.69,2,22,24,7,7.89,67,73,8,7.16,62,55,22,7.82
Zaman Khan,Bowler,2021,ODI,6,6,15,2.5,83.8,0,0,18,22.36,4.8,1,2,2,4,5.62,6,6,4,6.17,7,6,10,6.13
Zaman Khan,Bowler,2021,Test,10,20,72,3.6,77.6,0,1,29,37.24,3.74,2,10,11,5,3.26,32,35,5,3.83,30,27,19,3.97
Zaman Khan,Bowler,2022,T20,14,14,87,6.21,125.4,0,1,35,30.27,8.01,1,13,14,8,8.22,39,42,9,7.96,35,31,18,8.14
Zaman Khan,Bowler,2022,ODI,13,13,357,27.46,99.5,1,3,27,27.24,5.22,2,53,58,6,5.5,160,176,6,5.99,144,129,15,6.28
Zaman Khan,Bowler,2022,Test,16,32,15,0.47,70.8,0,1,10,28.46,3.42,0,2,2,2,3.19,6,6,2,3.37,7,6,6,4.31
Zaman Khan,Bowler,2023,T20,10,10,21,2.1,116.7,1,0,25,18.58,6.99,1,3,3,7,8.15,9,9,7,8.28,9,8,11,8.3
Zaman Khan,Bowler,2023,ODI,8,8,114,14.25,72.4,0,1,26,32.68,4.93,1,17,18,5,5.56,51,56,6,5.66,46,41,15,6.13
Zaman Khan,Bowler,2023,Test,20,40,237,5.92,58.8,0,1,33,36.76,2.54,2,35,38,7,3.37,106,116,7,3.37,96,86,19,3.31
Zaman Khan,Bowler,2024,T20,17,17,128,7.53,135.6,0,2,14,32.6,8.44,0,19,20,2,7.69,57,62,2,8.05,52,46,10,8.69
Zaman Khan,Bowler,2024,ODI,20,20,169,8.45,79.4,0,1,21,25.56,5.17,0,25,27,6,5.3,76,83,5,5.38,68,61,10,6.0
Zaman Khan,Bowler,2024,Test,14,28,150,5.36,48.0,0,2,30,26.56,2.49,1,22,24,8,3.63,67,73,7,3.53,61,54,15,4.63
