match_id,date,year,format,opponent,venue,toss_winner,toss_decision,pak_innings,pak_runs,pak_wickets,opp_wickets,overs_played,run_rate,first_innings_score,second_innings_score,winner_innings,top_scorer,top_scorer_runs,top_wicket_taker,top_wickets,result
306,2023-01-21,2023,T20,Sri Lanka,Wanderers,Sri Lanka,Field,1st,116,10,3,20.0,5.8,116,119,2nd,Imam-ul-Haq,49,Haris Rauf,3,Loss
307,2023-01-21,2023,ODI,Australia,Rawalpindi Cricket Stadium,Australia,Field,1st,174,9,9,48.0,3.62,174,180,2nd,Babar Azam,89,Mohammad Wasim Jr,1,Loss
308,2023-01-23,2023,ODI,Bangladesh,Wanderers,Pakistan,Field,2nd,292,4,4,20.2,14.46,281,292,2nd,Imam-ul-Haq,115,Imad Wasim,3,Win
309,2023-02-06,2023,ODI,Bangladesh,MCG,Pakistan,Field,2nd,269,9,9,44.0,6.11,0,269,None,Mohammad Rizwan,113,Mohammad Wasim Jr,2,No Result
310,2023-02-10,2023,Test,Sri Lanka,Multan Cricket Stadium,Sri Lanka,Field,1st,313,5,5,61.3,5.11,313,314,2nd,Abdullah Shafique,119,Imad Wasim,4,Loss
311,2023-02-17,2023,ODI,Australia,Sharjah Cricket Stadium,Australia,Bat,2nd,314,9,6,43.0,7.3,309,314,2nd,Fakhar Zaman,132,Naseem Shah,3,Win
312,2023-02-28,2023,T20,Bangladesh,Basin Reserve,Bangladesh,Field,1st,189,3,5,6.8,27.79,189,180,1st,Babar Azam,85,Abrar Ahmed,3,Win
313,2023-03-05,2023,ODI,Sri Lanka,Basin Reserve,Sri Lanka,Bat,2nd,302,9,6,42.6,7.09,303,302,1st,Babar Azam,109,Abrar Ahmed,2,Loss
314,2023-03-05,2023,T20,West Indies,Wanderers,West Indies,Field,1st,135,9,7,16.8,8.04,135,141,2nd,Saud Shakeel,69,Shadab Khan,3,Loss
315,2023-03-10,2023,ODI,Zimbabwe,Lahore (Gaddafi),Pakistan,Field,2nd,208,3,4,17.5,11.89,201,208,2nd,Shan Masood,89,Shadab Khan,4,Win
316,2023-03-14,2023,T20,Afghanistan,Dubai International,Pakistan,Bat,1st,158,9,5,17.8,8.88,158,117,1st,Imam-ul-Haq,53,Abrar Ahmed,2,Win
317,2023-03-16,2023,ODI,Sri Lanka,Rawalpindi Cricket Stadium,Pakistan,Field,2nd,253,8,6,40.4,6.26,291,253,1st,Imam-ul-Haq,88,Zaman Khan,3,Loss
318,2023-03-16,2023,ODI,England,Wanderers,Pakistan,Bat,1st,292,4,7,15.2,19.21,292,256,1st,Babar Azam,134,Shaheen Afridi,4,Win
319,2023-03-22,2023,ODI,Australia,Lahore (Gaddafi),Australia,Field,1st,237,3,5,13.2,17.95,237,242,2nd,Saud Shakeel,90,Mohammad Wasim Jr,3,Loss
320,2023-04-04,2023,T20,Zimbabwe,Dubai International,Pakistan,Field,2nd,123,4,7,9.2,13.37,114,123,2nd,Babar Azam,41,Mohammad Wasim Jr,2,Win
321,2023-04-11,2023,ODI,Sri Lanka,Rawalpindi Cricket Stadium,Pakistan,Field,2nd,248,4,8,18.2,13.63,280,248,1st,Mohammad Rizwan,91,Haris Rauf,1,Loss
322,2023-04-16,2023,T20,New Zealand,Wanderers,Pakistan,Field,2nd,132,3,7,5.2,25.38,130,132,2nd,Imam-ul-Haq,49,Shaheen Afridi,4,Win
323,2023-04-27,2023,ODI,South Africa,Dubai International,Pakistan,Field,2nd,273,4,7,21.8,12.52,303,273,1st,Imam-ul-Haq,119,Zaman Khan,3,Loss
324,2023-05-05,2023,T20,Bangladesh,Abu Dhabi (ADSS),Pakistan,Bat,1st,181,8,6,14.1,12.84,181,190,2nd,Mohammad Rizwan,74,Haris Rauf,4,Loss
325,2023-05-06,2023,Test,Australia,MCG,Pakistan,Bat,1st,392,3,6,82.9,4.73,392,373,1st,Mohammad Rizwan,158,Shaheen Afridi,3,Win
326,2023-05-13,2023,ODI,Bangladesh,Karachi (NSK),Pakistan,Bat,1st,210,7,6,38.5,5.45,210,161,1st,Imam-ul-Haq,66,Zaman Khan,1,Win
327,2023-05-15,2023,ODI,Zimbabwe,Wanderers,Zimbabwe,Field,1st,233,5,8,25.6,9.1,233,236,2nd,Imam-ul-Haq,40,Shaheen Afridi,2,Loss
328,2023-05-16,2023,Test,England,MCG,England,Bat,2nd,106,8,8,90.2,1.18,120,106,1st,Babar Azam,17,Shaheen Afridi,2,Loss
329,2023-05-27,2023,T20,England,Wanderers,Pakistan,Field,2nd,176,3,9,6.4,27.5,172,176,2nd,Shan Masood,20,Shaheen Afridi,4,Win
330,2023-06-11,2023,Test,West Indies,Sharjah Cricket Stadium,Pakistan,Bat,1st,369,6,8,103.4,3.57,369,342,1st,Saud Shakeel,125,Shaheen Afridi,2,Win
331,2023-06-15,2023,Test,Bangladesh,Lahore (Gaddafi),Pakistan,Field,2nd,347,6,9,68.3,5.08,368,347,1st,Abdullah Shafique,146,Imad Wasim,4,Loss
332,2023-06-23,2023,ODI,England,Lord's,Pakistan,Field,2nd,290,10,5,49.2,5.89,284,290,2nd,Imam-ul-Haq,111,Naseem Shah,1,Win
333,2023-07-13,2023,Test,West Indies,Wanderers,West Indies,Bat,2nd,363,8,8,86.0,4.22,356,363,2nd,Abdullah Shafique,115,Mohammad Wasim Jr,5,Win
334,2023-07-19,2023,ODI,West Indies,Dubai International,Pakistan,Field,2nd,204,6,5,28.7,7.11,218,204,1st,Salman Agha,83,Shadab Khan,4,Loss
335,2023-07-21,2023,Test,Bangladesh,MCG,Bangladesh,Field,1st,425,5,4,91.7,4.63,425,406,1st,Mohammad Rizwan,163,Naseem Shah,1,Win
336,2023-08-06,2023,ODI,South Africa,Lahore (Gaddafi),Pakistan,Bat,1st,248,6,7,29.0,8.55,248,0,None,Salman Agha,112,Mohammad Wasim Jr,5,No Result
337,2023-08-16,2023,T20,India,Abu Dhabi (ADSS),Pakistan,Bat,1st,142,10,6,20.0,7.1,142,119,1st,Mohammad Rizwan,60,Shadab Khan,4,Win
338,2023-08-23,2023,Test,New Zealand,MCG,New Zealand,Field,1st,513,3,6,93.0,5.52,513,499,1st,Mohammad Rizwan,174,Shadab Khan,3,Win
339,2023-09-13,2023,ODI,Sri Lanka,Lord's,Pakistan,Bat,1st,255,7,4,36.4,7.01,255,0,None,Fakhar Zaman,76,Imad Wasim,3,No Result
340,2023-09-15,2023,Test,Bangladesh,Lord's,Bangladesh,Bat,2nd,343,6,6,87.2,3.93,338,343,2nd,Salman Agha,139,Zaman Khan,1,Win
341,2023-10-02,2023,T20,Bangladesh,Eden Gardens,Pakistan,Bat,1st,103,9,3,17.9,5.75,103,84,1st,Mohammad Rizwan,49,Imad Wasim,2,Win
342,2023-10-11,2023,ODI,Afghanistan,Abu Dhabi (ADSS),Afghanistan,Bat,2nd,217,3,10,14.9,14.56,245,217,1st,Salman Agha,104,Haris Rauf,2,Loss
343,2023-10-12,2023,ODI,Zimbabwe,Abu Dhabi (ADSS),Zimbabwe,Field,1st,281,9,4,45.1,6.23,281,283,2nd,Salman Agha,107,Shadab Khan,4,Loss
344,2023-10-16,2023,ODI,India,Abu Dhabi (ADSS),Pakistan,Bat,1st,300,8,8,40.9,7.33,300,301,2nd,Mohammad Rizwan,102,Imad Wasim,3,Loss
345,2023-11-01,2023,Test,India,Eden Gardens,India,Field,1st,458,3,8,99.5,4.6,458,427,1st,Fakhar Zaman,183,Mohammad Wasim Jr,4,Win
346,2023-11-03,2023,T20,Zimbabwe,Karachi (NSK),Pakistan,Field,2nd,152,5,6,9.8,15.51,151,152,2nd,Babar Azam,23,Shadab Khan,2,Win
347,2023-11-07,2023,T20,New Zealand,Lahore (Gaddafi),Pakistan,Field,2nd,135,8,8,18.1,7.46,134,135,2nd,Abdullah Shafique,81,Haris Rauf,5,Win
348,2023-11-16,2023,Test,Sri Lanka,MCG,Pakistan,Field,2nd,332,3,6,98.8,3.36,348,332,1st,Saud Shakeel,121,Abrar Ahmed,2,Loss
349,2023-11-17,2023,T20,Bangladesh,Basin Reserve,Pakistan,Bat,1st,182,7,7,13.4,13.58,182,165,1st,Fakhar Zaman,46,Shadab Khan,3,Win
350,2023-11-18,2023,T20,South Africa,MCG,Pakistan,Bat,1st,187,4,7,10.3,18.16,187,195,2nd,Salman Agha,78,Shaheen Afridi,2,Loss
351,2023-12-01,2023,Test,West Indies,Multan Cricket Stadium,West Indies,Field,1st,417,4,6,109.0,3.83,417,417,None,Mohammad Rizwan,166,Zaman Khan,3,Draw
352,2023-12-03,2023,ODI,Bangladesh,Rawalpindi Cricket Stadium,Bangladesh,Bat,2nd,227,4,4,21.1,10.76,262,227,1st,Saud Shakeel,66,Shaheen Afridi,4,Loss
353,2023-12-10,2023,T20,Zimbabwe,Basin Reserve,Pakistan,Field,2nd,149,5,6,9.6,15.52,151,149,1st,Saud Shakeel,32,Haris Rauf,2,Loss
354,2023-12-13,2023,Test,Zimbabwe,Karachi (NSK),Zimbabwe,Field,1st,335,3,8,88.0,3.81,335,343,2nd,Imam-ul-Haq,144,Haris Rauf,1,Loss
355,2023-12-28,2023,Test,England,Abu Dhabi (ADSS),Pakistan,Bat,1st,304,7,7,96.4,3.15,304,311,2nd,Salman Agha,131,Shadab Khan,4,Loss
356,2024-01-08,2024,Test,India,Lahore (Gaddafi),Pakistan,Bat,1st,257,5,10,94.3,2.73,257,266,2nd,Saud Shakeel,64,Naseem Shah,5,Loss
357,2024-02-21,2024,Test,England,Multan Cricket Stadium,Pakistan,Field,2nd,368,8,9,87.8,4.19,366,368,2nd,Imam-ul-Haq,151,Shadab Khan,4,Win
358,2024-02-25,2024,Test,India,Basin Reserve,Pakistan,Bat,1st,253,6,5,104.8,2.41,253,253,None,Saud Shakeel,161,Naseem Shah,3,Draw
359,2024-02-28,2024,Test,Australia,Wanderers,Australia,Field,1st,441,8,9,106.3,4.15,441,393,1st,Abdullah Shafique,156,Haris Rauf,3,Win
360,2024-03-06,2024,ODI,Zimbabwe,Wanderers,Zimbabwe,Field,1st,294,8,10,40.3,7.3,294,301,2nd,Abdullah Shafique,107,Naseem Shah,3,Loss
361,2024-03-07,2024,ODI,Bangladesh,Lahore (Gaddafi),Pakistan,Bat,1st,317,8,9,38.7,8.19,317,293,1st,Shan Masood,106,Mohammad Wasim Jr,2,Win
362,2024-03-23,2024,T20,New Zealand,Karachi (NSK),Pakistan,Field,2nd,193,7,6,13.8,13.99,189,193,2nd,Abdullah Shafique,70,Zaman Khan,3,Win
363,2024-03-25,2024,Test,Zimbabwe,Lord's,Pakistan,Bat,1st,380,8,10,79.0,4.81,380,348,1st,Shan Masood,142,Abrar Ahmed,4,Win
364,2024-04-08,2024,T20,Zimbabwe,Lahore (Gaddafi),Zimbabwe,Bat,2nd,125,4,10,8.2,15.24,117,125,2nd,Saud Shakeel,41,Zaman Khan,1,Win
365,2024-04-14,2024,ODI,Zimbabwe,Rawalpindi Cricket Stadium,Pakistan,Bat,1st,231,8,8,38.0,6.08,231,219,1st,Mohammad Rizwan,86,Mohammad Wasim Jr,3,Win
366,2024-05-01,2024,Test,England,Wanderers,England,Field,1st,280,6,10,78.0,3.59,280,280,None,Imam-ul-Haq,124,Zaman Khan,4,Draw
367,2024-05-23,2024,ODI,Bangladesh,Lahore (Gaddafi),Bangladesh,Field,1st,353,9,8,44.4,7.95,353,361,2nd,Shan Masood,135,Naseem Shah,2,Loss
368,2024-05-25,2024,ODI,Australia,Multan Cricket Stadium,Pakistan,Bat,1st,233,7,6,36.7,6.35,233,237,2nd,Babar Azam,75,Zaman Khan,4,Loss
369,2024-05-28,2024,Test,Bangladesh,Dubai International,Bangladesh,Field,1st,266,9,10,67.4,3.95,266,249,1st,Imam-ul-Haq,94,Haris Rauf,4,Win
370,2024-06-05,2024,Test,New Zealand,Rawalpindi Cricket Stadium,New Zealand,Bat,2nd,369,5,10,113.5,3.25,396,369,1st,Salman Agha,118,Abrar Ahmed,3,Loss
371,2024-06-08,2024,ODI,India,Lahore (Gaddafi),India,Field,1st,305,10,6,50.0,6.1,305,281,1st,Salman Agha,101,Mohammad Wasim Jr,4,Win
372,2024-06-26,2024,Test,Sri Lanka,Multan Cricket Stadium,Sri Lanka,Field,1st,276,7,10,112.5,2.45,276,286,2nd,Shan Masood,122,Shaheen Afridi,2,Loss
373,2024-06-26,2024,ODI,Australia,Wanderers,Australia,Bat,2nd,302,10,9,48.7,6.2,294,302,2nd,Abdullah Shafique,104,Naseem Shah,1,Win
374,2024-06-27,2024,ODI,West Indies,Dubai International,West Indies,Bat,2nd,201,4,6,19.4,10.36,236,201,1st,Abdullah Shafique,106,Imad Wasim,3,Loss
375,2024-07-22,2024,Test,Sri Lanka,Wanderers,Sri Lanka,Field,1st,371,7,7,60.4,6.14,371,351,1st,Imam-ul-Haq,118,Abrar Ahmed,4,Win
376,2024-08-01,2024,ODI,Australia,Lahore (Gaddafi),Pakistan,Bat,1st,368,3,3,14.3,25.73,368,349,1st,Babar Azam,126,Haris Rauf,3,Win
377,2024-08-09,2024,Test,England,Basin Reserve,England,Bat,2nd,391,5,5,106.4,3.67,420,391,1st,Babar Azam,158,Imad Wasim,3,Loss
378,2024-08-17,2024,Test,England,Rawalpindi Cricket Stadium,Pakistan,Field,2nd,472,9,9,122.7,3.85,466,472,2nd,Shan Masood,203,Abrar Ahmed,3,Win
379,2024-08-22,2024,T20,West Indies,MCG,Pakistan,Bat,1st,153,7,6,14.1,10.85,153,133,1st,Abdullah Shafique,53,Naseem Shah,3,Win
380,2024-09-04,2024,ODI,New Zealand,MCG,New Zealand,Field,1st,161,5,3,26.0,6.19,161,165,2nd,Salman Agha,68,Shaheen Afridi,2,Loss
381,2024-09-15,2024,ODI,New Zealand,Lahore (Gaddafi),New Zealand,Bat,2nd,263,6,8,29.4,8.95,264,263,1st,Mohammad Rizwan,124,Shadab Khan,2,Loss
382,2024-09-26,2024,ODI,West Indies,Multan Cricket Stadium,Pakistan,Field,2nd,236,7,9,36.2,6.52,0,236,None,Abdullah Shafique,101,Shadab Khan,3,No Result
383,2024-10-05,2024,T20,Sri Lanka,Karachi (NSK),Pakistan,Bat,1st,121,5,8,10.0,12.1,121,128,2nd,Shan Masood,55,Mohammad Wasim Jr,3,Loss
384,2024-10-06,2024,Test,Sri Lanka,MCG,Sri Lanka,Bat,2nd,434,6,9,109.1,3.98,450,434,1st,Fakhar Zaman,128,Haris Rauf,4,Loss
385,2024-10-08,2024,ODI,Bangladesh,Lahore (Gaddafi),Bangladesh,Bat,2nd,326,3,9,16.3,20.0,367,326,1st,Mohammad Rizwan,132,Abrar Ahmed,3,Loss
386,2024-10-19,2024,Test,England,Karachi (NSK),England,Bat,2nd,412,6,4,114.7,3.59,412,412,None,Babar Azam,180,Naseem Shah,3,Draw
387,2024-10-20,2024,T20,Afghanistan,Abu Dhabi (ADSS),Pakistan,Field,2nd,179,4,5,6.7,26.72,214,179,1st,Imam-ul-Haq,75,Abrar Ahmed,2,Loss
388,2024-10-25,2024,ODI,Zimbabwe,Dubai International,Zimbabwe,Field,1st,234,4,3,21.0,11.14,234,244,2nd,Imam-ul-Haq,110,Naseem Shah,3,Loss
389,2024-11-03,2024,T20,West Indies,MCG,West Indies,Field,1st,169,5,6,10.3,16.41,169,175,2nd,Imam-ul-Haq,86,Imad Wasim,4,Loss
390,2024-11-09,2024,ODI,Sri Lanka,Multan Cricket Stadium,Pakistan,Field,2nd,273,6,6,29.6,9.22,290,273,1st,Fakhar Zaman,123,Shaheen Afridi,3,Loss
391,2024-11-12,2024,T20,South Africa,Multan Cricket Stadium,South Africa,Bat,2nd,188,6,4,12.0,15.67,187,188,2nd,Imam-ul-Haq,41,Abrar Ahmed,3,Win
392,2024-11-21,2024,ODI,Sri Lanka,Sharjah Cricket Stadium,Pakistan,Field,2nd,294,7,7,35.2,8.35,325,294,1st,Saud Shakeel,92,Abrar Ahmed,3,Loss
393,2024-11-23,2024,ODI,Australia,MCG,Pakistan,Field,2nd,294,5,10,25.1,11.71,284,294,2nd,Shan Masood,90,Abrar Ahmed,6,Win
394,2024-11-24,2024,T20,Sri Lanka,Sharjah Cricket Stadium,Pakistan,Bat,1st,152,4,3,6.7,22.69,152,127,1st,Fakhar Zaman,47,Naseem Shah,3,Win
395,2024-11-24,2024,Test,England,Multan Cricket Stadium,England,Field,1st,347,3,7,66.3,5.23,347,354,2nd,Mohammad Rizwan,112,Naseem Shah,3,Loss
396,2024-12-10,2024,ODI,Afghanistan,Karachi (NSK),Afghanistan,Bat,2nd,198,7,6,38.3,5.17,0,198,None,Mohammad Rizwan,76,Naseem Shah,3,No Result
397,2024-12-14,2024,ODI,South Africa,MCG,South Africa,Field,1st,308,4,3,21.5,14.33,308,300,1st,Imam-ul-Haq,117,Shadab Khan,3,Win
398,2024-12-21,2024,T20,Zimbabwe,Lord's,Pakistan,Bat,1st,173,10,6,20.0,8.65,173,143,1st,Abdullah Shafique,57,Shadab Khan,5,Win
399,2024-12-23,2024,T20,Bangladesh,Lahore (Gaddafi),Bangladesh,Field,1st,127,5,7,10.8,11.76,127,132,2nd,Shan Masood,84,Mohammad Wasim Jr,5,Loss
400,2024-12-27,2024,Test,West Indies,Dubai International,Pakistan,Bat,1st,354,9,6,68.5,5.17,354,355,2nd,Mohammad Rizwan,135,Mohammad Wasim Jr,1,Loss
